,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
146,-6498,30389699,30392399,12230.473332000001,12138.99,594458.6913360105,0.007479950245314115,2020-08-18 12:59:59+00:00,2020-08-18 13:44:59+00:00,0 days 00:45:00
147,-14253,30386099,30392399,12152.672406,12138.99,195015.3327179986,0.00112587631287131,2020-08-18 12:00:00+00:00,2020-08-18 13:44:59+00:00,0 days 01:44:59
148,19624,30566100,30575720,11833.103184,11869.82,720530.7971840021,0.0031028898699747565,2020-08-20 14:00:00+00:00,2020-08-20 16:40:19+00:00,0 days 02:40:19
149,-6898,30656101,30663309,11719.319950000001,11655.42,440781.8551000062,0.005452530545511758,2020-08-21 14:59:59+00:00,2020-08-21 17:00:07+00:00,0 days 02:00:08
150,-14984,30652501,30663309,11680.72406,11655.42,379156.03504000587,0.0021663092005274054,2020-08-21 14:00:00+00:00,2020-08-21 17:00:07+00:00,0 days 03:00:07
151,20219,30760502,30765934,11606.676630000002,11643.66,747766.7580299616,0.00318638755769296,2020-08-22 20:00:00+00:00,2020-08-22 21:30:31+00:00,0 days 01:30:31
152,-15063,30954903,30955849,11743.955412000001,11708.0,541596.3709560175,0.0030616100571415616,2020-08-25 02:00:00+00:00,2020-08-25 02:15:45+00:00,0 days 00:15:45
153,-15703,31178104,31181470,11306.838234,11272.66,536700.8085020139,0.0030227932241239097,2020-08-27 16:00:00+00:00,2020-08-27 16:56:06+00:00,0 days 00:56:06
154,4899,31259802,31263522,11426.484714,11510.04,409337.34611400345,0.007312422682159259,2020-08-28 14:41:37+00:00,2020-08-28 15:43:37+00:00,0 days 01:02:00
155,6168,31253704,31263522,11456.897232,11510.04,327784.5930240094,0.004638495652345531,2020-08-28 12:59:59+00:00,2020-08-28 15:43:37+00:00,0 days 02:43:38
156,20679,31250104,31263522,11489.933418000002,11510.04,415784.0091779695,0.001749930244896003,2020-08-28 12:00:00+00:00,2020-08-28 15:43:37+00:00,0 days 03:43:37
